,created_date,source,context,annotation
481,2024-02-18,Threads,안타깝긴한데 뭔가 웃기기도 하고....,"[{'annotator': '', 'emotion': '슬픔_절망', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_절망', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_절망', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_절망', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_절망', 'gender': ''}]"
482,2024-02-18,Threads,"그런데 이제는 그냥 맘편히 졸업비자 받고, 집까지 잘 구해서 드디어 런던에서도 살만해진 기분이 든다. ","[{'annotator': '', 'emotion': '기쁨_만족감', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_만족감', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_안정감', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_안정감', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_안정감', 'gender': ''}]"
483,2024-02-19,Threads,맞아요!! 그렇게 춥지 않았던 것 같아요! 행복합니다 :),"[{'annotator': '', 'emotion': '기쁨_만족감', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_만족감', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_만족감', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_만족감', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_공감', 'gender': ''}]"
484,2024-02-19,Threads,다시 혼자가 되는 것이 두려운 것이 아니라 다시는 아무도 못 믿게 될까봐 그게 두렵습니다.,"[{'annotator': '', 'emotion': '두려움_외로움', 'gender': ''}, {'annotator': '', 'emotion': '두려움_걱정', 'gender': ''}, {'annotator': '', 'emotion': '두려움_걱정', 'gender': ''}, {'annotator': '', 'emotion': '두려움_걱정', 'gender': ''}, {'annotator': '', 'emotion': '두려움_위축감', 'gender': ''}]"
485,2024-02-18,Threads,스레드 내에서 팬덤화 되는거 ㄹㅇ 기괴하다,"[{'annotator': '', 'emotion': '두려움_공포', 'gender': ''}, {'annotator': '', 'emotion': '두려움_공포', 'gender': ''}, {'annotator': '', 'emotion': '두려움_공포', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_불만', 'gender': ''}, {'annotator': '', 'emotion': '두려움_공포', 'gender': ''}]"
486,2024-02-18,Threads,근데 이 있어보이는 분이 키토를 비롯한 내 작품들을 보고 정말 좋다고 칭찬을 아끼지 않아주셔서 기쁘고 감사했다.,"[{'annotator': '', 'emotion': '기쁨_고마움', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_고마움', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_자랑스러움', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_자랑스러움', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_자랑스러움', 'gender': ''}]"
487,2024-02-18,Threads,새삼 구급대원과 응급실 의료진에게 경외와 감사가 드는 저녁이다.,"[{'annotator': '', 'emotion': '기쁨_고마움', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_고마움', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_고마움', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_고마움', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_고마움', 'gender': ''}]"
488,2024-02-18,Threads,저분 이유야 어디있든간에 크게 다치지 않으셨길..,"[{'annotator': '', 'emotion': '슬픔_걱정', 'gender': ''}, {'annotator': '', 'emotion': '두려움_걱정', 'gender': ''}, {'annotator': '', 'emotion': '두려움_걱정', 'gender': ''}, {'annotator': '', 'emotion': '두려움_걱정', 'gender': ''}, {'annotator': '', 'emotion': '두려움_걱정', 'gender': ''}]"
489,2024-02-18,Threads,나 예민한사람은 아닌데 이런 경우는 처음봐서;;;,"[{'annotator': '', 'emotion': '싫어함(상태)_난처함', 'gender': ''}, {'annotator': '', 'emotion': '두려움_놀람', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_난처함', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_불편함', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_불쾌', 'gender': ''}]"
490,2024-02-18,Threads,나도 이제 한계인가봐. 고함지르고싶다.,"[{'annotator': '', 'emotion': '슬픔_고통', 'gender': ''}, {'annotator': '', 'emotion': '분노_답답함', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_답답함', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_답답함', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_고통', 'gender': ''}]"
491,2024-02-18,Threads,오늘은 ooo 님의 글 덕분에 과거 추억을 또 한 번 떠올리며 기분 좋게 잠들 수 있을 것 같습니다.,"[{'annotator': '', 'emotion': '기쁨_편안함', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_고마움', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_감동', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_반가움', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_만족감', 'gender': ''}]"
492,2024-02-18,Threads,안경쓰고 추노꾼처럼 다니는데 뭔 소리하는건지 어이없다가 너무 무서워지는거야,"[{'annotator': '', 'emotion': '두려움_공포', 'gender': ''}, {'annotator': '', 'emotion': '두려움_공포', 'gender': ''}, {'annotator': '', 'emotion': '두려움_공포', 'gender': ''}, {'annotator': '', 'emotion': '두려움_공포', 'gender': ''}, {'annotator': '', 'emotion': '두려움_공포', 'gender': ''}]"
493,2024-02-19,Threads,너무 아프고.. 너무 힘드네요...,"[{'annotator': '', 'emotion': '슬픔_아픔', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_아픔', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_무기력', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_아픔', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_아픔', 'gender': ''}]"
494,2024-02-19,Threads,오늘 새삼스럽게 코드수정을 했는데 역시 코딩 재미 없음. .,"[{'annotator': '', 'emotion': '싫어함(상태)_심심함', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_싫증', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_싫증', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_싫증', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_심심함', 'gender': ''}]"
495,2024-02-19,Threads,애기가먹을까봐 새우자기가골라먹었데 진짜이럼 개빡친다ㅠ,"[{'annotator': '', 'emotion': '미움(상대방)_경멸', 'gender': ''}, {'annotator': '', 'emotion': '분노_원망', 'gender': ''}, {'annotator': '', 'emotion': '분노_원망', 'gender': ''}, {'annotator': '', 'emotion': '미움(상대방)_경멸', 'gender': ''}, {'annotator': '', 'emotion': '미움(상대방)_반감', 'gender': ''}]"
496,2024-02-20,Threads,"모은돈으로 여행을 갔을 때, 크고 예쁜 공간에 그녀를 데려갈 수 있는것만으로도 기뻤다.","[{'annotator': '', 'emotion': '기쁨_만족감', 'gender': ''}, {'annotator': '', 'emotion': '사랑_다정함', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_만족감', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_만족감', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_자신감', 'gender': ''}]"
497,2024-02-20,Threads,아저씨를 따라서 좁은 골목을 지나가는데 살짝 겁이 나긴 했어,"[{'annotator': '', 'emotion': '두려움_공포', 'gender': ''}, {'annotator': '', 'emotion': '두려움_공포', 'gender': ''}, {'annotator': '', 'emotion': '두려움_공포', 'gender': ''}, {'annotator': '', 'emotion': '두려움_공포', 'gender': ''}, {'annotator': '', 'emotion': '두려움_공포', 'gender': ''}]"
498,2024-02-19,Threads,집에 도착하자마자 엄마를 보고 눈물이 나오는거야,"[{'annotator': '', 'emotion': '기쁨_반가움', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_그리움', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_반가움', 'gender': ''}, {'annotator': '', 'emotion': '중립_반가움', 'gender': ''}, {'annotator': '', 'emotion': '사랑_동정(슬픔)', 'gender': ''}]"
499,2024-02-20,Threads,사실요즘 날치님 스레드 보면 많이 웃을수있어서 좋아여!!!,"[{'annotator': '', 'emotion': '기쁨_고마움', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_고마움', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_즐거움', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_만족감', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_즐거움', 'gender': ''}]"
500,2024-02-20,Threads,나도 둘이될줄 알았는데 우린 둘다 자기성향 강한사람들이라 힘들었어.,"[{'annotator': '', 'emotion': '슬픔_무기력', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_아픔', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_아픔', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_고통', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_고통', 'gender': ''}]"
501,2024-02-20,Threads,이럴수가… 너무 끔찍한 향이야 진짜 ㅋㅋㅋㅋㅋㅋ,"[{'annotator': '', 'emotion': '싫어함(상태)_싫증', 'gender': ''}, {'annotator': '', 'emotion': '분노_불쾌', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_비위상함', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_싫증', 'gender': ''}, {'annotator': '', 'emotion': '욕망_불만', 'gender': ''}]"
502,2024-02-20,Threads,소중한사람들과 소중한기억도 너무좋지 헤헿 내가 영감을 준건가..! 기쁘다,"[{'annotator': '', 'emotion': '기쁨_신명남', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_만족감', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_만족감', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_만족감', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_만족감', 'gender': ''}]"
503,2024-02-20,Threads,쯧쯧 말대꾸하는 꼬라지 봐. 큰일이야. 이런 버르장머리 없는 애들이 설쳐대니 나라꼴이 우습지,"[{'annotator': '', 'emotion': '미움(상대방)_경멸', 'gender': ''}, {'annotator': '', 'emotion': '미움(상대방)_반감', 'gender': ''}, {'annotator': '', 'emotion': '미움(상대방)_반감', 'gender': ''}, {'annotator': '', 'emotion': '미움(상대방)_경멸', 'gender': ''}, {'annotator': '', 'emotion': '분노_불쾌', 'gender': ''}]"
504,2024-02-20,Threads,몇 년만에 처음으로 자세하게 적어보면 그때 생각만 했는데도 무서운 느낌이 들어서..,"[{'annotator': '', 'emotion': '두려움_공포', 'gender': ''}, {'annotator': '', 'emotion': '두려움_공포', 'gender': ''}, {'annotator': '', 'emotion': '두려움_공포', 'gender': ''}, {'annotator': '', 'emotion': '두려움_공포', 'gender': ''}, {'annotator': '', 'emotion': '두려움_공포', 'gender': ''}]"
505,2024-02-21,Threads,순간 기분이 엄청 나빴다.. 이게 몬소리지?? 만나봤으면서 .. 왜 나쁜말 하지?,"[{'annotator': '', 'emotion': '분노_불쾌', 'gender': ''}, {'annotator': '', 'emotion': '분노_반감', 'gender': ''}, {'annotator': '', 'emotion': '분노_불쾌', 'gender': ''}, {'annotator': '', 'emotion': '분노_불쾌', 'gender': ''}, {'annotator': '', 'emotion': '분노_불쾌', 'gender': ''}]"
506,2024-02-21,Threads,리나의 경험이랑 느낀거 말해준거 넘넘 고마워~,"[{'annotator': '', 'emotion': '기쁨_고마움', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_고마움', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_고마움', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_고마움', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_고마움', 'gender': ''}]"
507,2024-02-20,Threads,근데 그게 되게 서운함 ㅠㅠㅋㅋ 우리가 이 정도밖에 안 친하나??? 싶은...,"[{'annotator': '', 'emotion': '슬픔_억울함', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_실망', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_실망', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_실망', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_실망', 'gender': ''}]"
508,2024-02-21,Threads,아.... 진짜 이렇게 돈 가지고 거지근성 보이는 사람 싫다...,"[{'annotator': '', 'emotion': '미움(상대방)_경멸', 'gender': ''}, {'annotator': '', 'emotion': '미움(상대방)_경멸', 'gender': ''}, {'annotator': '', 'emotion': '미움(상대방)_경멸', 'gender': ''}, {'annotator': '', 'emotion': '미움(상대방)_경멸', 'gender': ''}, {'annotator': '', 'emotion': '미움(상대방)_경멸', 'gender': ''}]"
509,2024-02-20,Threads,진짜 인간군상에 대해 깊이 알수록 진짜 경악스럽다.,"[{'annotator': '', 'emotion': '두려움_놀람', 'gender': ''}, {'annotator': '', 'emotion': '미움(상대방)_경멸', 'gender': ''}, {'annotator': '', 'emotion': '두려움_놀람', 'gender': ''}, {'annotator': '', 'emotion': '분노_불쾌', 'gender': ''}, {'annotator': '', 'emotion': '분노_놀람', 'gender': ''}]"
510,2024-02-21,Threads,"옛날에는 선생이 존경받는 위치였는데 이젠 최소한의 교양, 지식도 못갖춘 길거리 양아치들이 선생, 교수, 강사 타이틀 달고 다니는게 진짜 개탄스러워.","[{'annotator': '', 'emotion': '싫어함(상태)_답답함', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_불편함', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_불신감', 'gender': ''}, {'annotator': '', 'emotion': '분노_원망', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_답답함', 'gender': ''}]"
511,2024-02-21,Threads,분노가 너무크고 화가 마음을 집어삼켜서 아무죄없고 불쌍한 조카들이 짐처럼 느껴지고 귀히보이지않았던것같아.,"[{'annotator': '', 'emotion': '분노_타오름', 'gender': ''}, {'annotator': '', 'emotion': '분노_사나움', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_후회', 'gender': ''}, {'annotator': '', 'emotion': '수치심_미안함', 'gender': ''}, {'annotator': '', 'emotion': '분노_원망', 'gender': ''}]"
512,2024-02-21,Threads,하……진짜 욕 나온다 어떻게 그런말을 아이한테…,"[{'annotator': '', 'emotion': '분노_경멸', 'gender': ''}, {'annotator': '', 'emotion': '분노_원망', 'gender': ''}, {'annotator': '', 'emotion': '분노_원망', 'gender': ''}, {'annotator': '', 'emotion': '분노_발열', 'gender': ''}, {'annotator': '', 'emotion': '미움(상대방)_경멸', 'gender': ''}]"
513,2024-02-21,Threads,나 눈물나….고마워….속 얘기 잘 안해..눈물나서.. 근데 누가 이렇게 고맙다 잘했다 고생했다… 이런말해주면 아직도 울컥해 ㅎㅎㅎㅎ 정말고마워,"[{'annotator': '', 'emotion': '기쁨_감동', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_고마움', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_고마움', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_고마움', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_고마움', 'gender': ''}]"
514,2024-02-21,Threads,홀로 아이를 키운다는게 쉽지 않은 일인데 앞으로의 딸과 만들어갈 추억도 같은마음으로 응원할게!,"[{'annotator': '', 'emotion': '사랑_다정함', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_자랑스러움', 'gender': ''}, {'annotator': '', 'emotion': '사랑_다정함', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_자랑스러움', 'gender': ''}, {'annotator': '', 'emotion': '사랑_다정함', 'gender': ''}]"
515,2024-02-21,Threads,하.. 그때는 진심 개빡쳐서 뭐하냐고 하고 우산 내리고 김밥 치우라고 했다..,"[{'annotator': '', 'emotion': '분노_사나움', 'gender': ''}, {'annotator': '', 'emotion': '분노_날카로움', 'gender': ''}, {'annotator': '', 'emotion': '분노_날카로움', 'gender': ''}, {'annotator': '', 'emotion': '분노_날카로움', 'gender': ''}, {'annotator': '', 'emotion': '분노_타오름', 'gender': ''}]"
516,2024-02-20,Threads,이전 회사에서 미련이 별로 없었는데 딱 하나 동호회장 그만두는 건 너무 아쉽더라,"[{'annotator': '', 'emotion': '욕망_아쉬움', 'gender': ''}, {'annotator': '', 'emotion': '욕망_아쉬움', 'gender': ''}, {'annotator': '', 'emotion': '욕망_아쉬움', 'gender': ''}, {'annotator': '', 'emotion': '욕망_아쉬움', 'gender': ''}, {'annotator': '', 'emotion': '욕망_아쉬움', 'gender': ''}]"
517,2024-02-20,Threads,재밌는 경험 했고 리더십도 배웠고 활동이 즐거웠으니 해피엔딩인걸로~,"[{'annotator': '', 'emotion': '기쁨_만족감', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_만족감', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_만족감', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_만족감', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_만족감', 'gender': ''}]"
518,2024-02-20,Threads,말한마디에 상처 입는 거 넘 가볍게 생각하는 것 같아 속상하다. ~~,"[{'annotator': '', 'emotion': '슬픔_아픔', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_아픔', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_실망', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_억울함', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_아픔', 'gender': ''}]"
519,2024-02-21,Threads,자기 와이프 알러지 심하고 천식 까지 있는데 그럼 시어머니 아들 보고 사무실 에서 숙식 하시라 그래 ~~~아 승질나!!!,"[{'annotator': '', 'emotion': '미움(상대방)_반감', 'gender': ''}, {'annotator': '', 'emotion': '미움(상대방)_반감', 'gender': ''}, {'annotator': '', 'emotion': '분노_사나움', 'gender': ''}, {'annotator': '', 'emotion': '분노_날카로움', 'gender': ''}, {'annotator': '', 'emotion': '미움(상대방)_비위상함', 'gender': ''}]"
520,2024-02-20,Threads,거기서 되게 행복하게 잘 지내는거 보니 참 씁쓸해.,"[{'annotator': '', 'emotion': '슬픔_허망', 'gender': ''}, {'annotator': '', 'emotion': '욕망_아쉬움', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_허망', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_허망', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_허망', 'gender': ''}]"
521,2024-02-21,Threads,나 하나도 캐나다에서 살아가기 벅차서 그들에게 내가 버팀목이 되어 주지 못했다. 미안하고 아쉬운 마음으로 그들과 작별했다.,"[{'annotator': '', 'emotion': '수치심_미안함', 'gender': ''}, {'annotator': '', 'emotion': '욕망_아쉬움', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_미안함', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_후회', 'gender': ''}, {'annotator': '', 'emotion': '수치심_죄책감', 'gender': ''}]"
522,2024-02-21,Threads,나도 딱 같은 시기에 같은 이유로 인생관이 확 바뀌었거든 그래서 스친 글 보고 너무 신기했어!,"[{'annotator': '', 'emotion': '기쁨_공감', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_공감', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_공감', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_반가움', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_공감', 'gender': ''}]"
523,2024-02-21,Threads,응..이제 안가려고.저런말듣고.나 못가. 울엄빠한티 귀한딸이여. 나 안가.이제.진짜 정떨어짐.,"[{'annotator': '', 'emotion': '분노_불쾌', 'gender': ''}, {'annotator': '', 'emotion': '미움(상대방)_비위상함', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_비위상함', 'gender': ''}, {'annotator': '', 'emotion': '미움(상대방)_치사함', 'gender': ''}, {'annotator': '', 'emotion': '분노_불쾌', 'gender': ''}]"
524,2024-02-20,Threads,아… 나 공감되서 눈물날라 그래.. 난 지금 연락을 끊고 지내는 상태이지만.. 정말.. 이런 시댁이 많구나.. 라고 생각하니.. 착잡하다…,"[{'annotator': '', 'emotion': '슬픔_절망', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_허망', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_동정(슬픔)', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_공감', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_답답함', 'gender': ''}]"
525,2024-02-20,Threads,"암튼 스물여섯, 스물일곱한살 터울 두 응애 연구원들 꽁냥대는거 귀여움ㅋㅋ","[{'annotator': '', 'emotion': '사랑_다정함', 'gender': ''}, {'annotator': '', 'emotion': '사랑_다정함', 'gender': ''}, {'annotator': '', 'emotion': '사랑_다정함', 'gender': ''}, {'annotator': '', 'emotion': '사랑_호감', 'gender': ''}, {'annotator': '', 'emotion': '사랑_너그러움', 'gender': ''}]"
526,2024-02-21,Threads,너무 슬퍼요 😭 아내분은 잘 계실거니까 너무 슬퍼하지 말고 행복하세요 !,"[{'annotator': '', 'emotion': '슬픔_동정(슬픔)', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_동정(슬픔)', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_동정(슬픔)', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_동정(슬픔)', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_동정(슬픔)', 'gender': ''}]"
527,2024-02-21,Threads,제가 님한테 피해끼친거 있어요..? 왜 저한테 DM으로 욕하세요..? 저 아세요...? ,"[{'annotator': '', 'emotion': '분노_사나움', 'gender': ''}, {'annotator': '', 'emotion': '분노_불쾌', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_서먹함', 'gender': ''}, {'annotator': '', 'emotion': '미움(상대방)_비위상함', 'gender': ''}, {'annotator': '', 'emotion': '분노_날카로움', 'gender': ''}]"
528,2024-02-21,Threads,같은 지역이면 더 좋았을 걸~😍 나도 어린 학생들이 자꾸 케이팝 얘기하면 당황스럽고 잼나더랏 ㅎㅎ,"[{'annotator': '', 'emotion': '기쁨_즐거움', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_즐거움', 'gender': ''}, {'annotator': '', 'emotion': '욕망_아쉬움', 'gender': ''}, {'annotator': '', 'emotion': '욕망_아쉬움', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_즐거움', 'gender': ''}]"
529,2024-02-20,Threads,저도 얼마전에 회사 그런 사람 때문에 때려쳤는데 남에겐 뭐라고 엄청 하면서 정작 자신은 그러지도 못하고 남 험담이나해요. 그런 사람들은 제발 잘 살지 말았으면 좋겠습니다.,"[{'annotator': '', 'emotion': '미움(상대방)_반감', 'gender': ''}, {'annotator': '', 'emotion': '욕망_욕심', 'gender': ''}, {'annotator': '', 'emotion': '분노_원망', 'gender': ''}, {'annotator': '', 'emotion': '미움(상대방)_반감', 'gender': ''}, {'annotator': '', 'emotion': '미움(상대방)_반감', 'gender': ''}]"
530,2024-02-20,Threads,우리 신랑 지금은 내말이라면 무조건 딱들어! 이건데 신혼초엔 내가 왜그래야 되는데? 이랬어서… 더 힘들었어…,"[{'annotator': '', 'emotion': '슬픔_고통', 'gender': ''}, {'annotator': '', 'emotion': '중립_고통', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_고통', 'gender': ''}, {'annotator': '', 'emotion': '욕망_불만', 'gender': ''}, {'annotator': '', 'emotion': '미움(상대방)_원망', 'gender': ''}]"
531,2024-02-20,Threads,꺅!! 세상에나!!! 반가워!!!! 스치니도 에너지 넘치는 사람이겠어 ㅎㅎ,"[{'annotator': '', 'emotion': '기쁨_반가움', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_반가움', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_반가움', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_반가움', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_반가움', 'gender': ''}]"
532,2024-02-20,Threads,사회적 분위기와 맞물려 나 자신을 과도하게 채찍질했다. 열심히 살라는 말 좀 그만 듣고 싶다.,"[{'annotator': '', 'emotion': '슬픔_고통', 'gender': ''}, {'annotator': '', 'emotion': '욕망_불만', 'gender': ''}, {'annotator': '', 'emotion': '미움(상대방)_아픔', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_무기력', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_절망', 'gender': ''}]"
533,2024-02-20,Threads,써주신 댓글이 너무 소중해서 읽고 또 읽었어요. 앞으로도 힘들때마다 와서 열어볼게요. 진심으로 고맙습니다,"[{'annotator': '', 'emotion': '기쁨_감동', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_고마움', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_고마움', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_고마움', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_고마움', 'gender': ''}]"
534,2024-02-21,Threads,지금도 언제든 저거만보면 눈물버튼 작동😭 저런사랑이 있을까싶어.,"[{'annotator': '', 'emotion': '기쁨_감동', 'gender': ''}, {'annotator': '', 'emotion': '기쁨_감동', 'gender': ''}, {'annotator': '', 'emotion': '욕망_아쉬움', 'gender': ''}, {'annotator': '', 'emotion': '사랑_동정(슬픔)', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_동정(슬픔)', 'gender': ''}]"
535,2024-02-20,Threads,"평소엔 그저 동생인데 양보하는 마음도 가지고 좋은게 좋은거려니 했지만, 매번 둘째 때문에 맘고생 하고 있는 지유 생각에 착잡하기만 하다.","[{'annotator': '', 'emotion': '슬픔_동정(슬픔)', 'gender': ''}, {'annotator': '', 'emotion': '두려움_걱정', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_동정(슬픔)', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_걱정', 'gender': ''}, {'annotator': '', 'emotion': '사랑_동정(슬픔)', 'gender': ''}]"
536,2024-02-20,Threads,입사한지 벌써 4개월째.. 모든 나날들이 고통의 시간이다.. 아침에 출근할때마다 오늘은 사직서내고만다.,"[{'annotator': '', 'emotion': '슬픔_고통', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_고통', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_아픔', 'gender': ''}, {'annotator': '', 'emotion': '분노_고통', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_고통', 'gender': ''}]"
537,2024-02-20,Threads,막상 취업해도 그렇게 좋지만은 않네 취준생일땐 취업만 바라보고 살았는데..,"[{'annotator': '', 'emotion': '슬픔_허망', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_허망', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_허망', 'gender': ''}, {'annotator': '', 'emotion': '슬픔_절망', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_불편함', 'gender': ''}]"
538,2024-02-20,Threads,ㅋㅋㅋㅋㅋ 시기와 질투를 해버리네 부럽다면 부럽다고해 뒤에서 저지랄병이네 에라이 퉤,"[{'annotator': '', 'emotion': '미움(상대방)_경멸', 'gender': ''}, {'annotator': '', 'emotion': '미움(상대방)_비위상함', 'gender': ''}, {'annotator': '', 'emotion': '분노_불쾌', 'gender': ''}, {'annotator': '', 'emotion': '분노_타오름', 'gender': ''}, {'annotator': '', 'emotion': '미움(상대방)_경멸', 'gender': ''}]"
539,2024-02-20,Threads,일단 플라스틱에 자석 붙이라는 것부터 관자놀이 한대 맞아야함,"[{'annotator': '', 'emotion': '미움(상대방)_경멸', 'gender': ''}, {'annotator': '', 'emotion': '미움(상대방)_경멸', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_답답함', 'gender': ''}, {'annotator': '', 'emotion': '싫어함(상태)_답답함', 'gender': ''}, {'annotator': '', 'emotion': '분노_반감', 'gender': ''}]"
